qid,searched,matches,after_work_by,school_of,workshop_of,last_first,description,name,creator_string
Q21810657,yes,yes,,,,"Gordin, Sidney","American sculptor, painter, and printmaker, 1918-1996",Sidney Gordin,"[""Gordin, Sidney (American sculptor, painter, and printmaker, 1918-1996)""]"
Q96024602,yes,yes,,,,"Gordon, Douglas","1966-, born Glasgow, Scotland",Douglas Gordon,"[""Gordon, Douglas (1966-, born Glasgow, Scotland)""]"
Q23720084,yes,yes,,,,"Gordy, Robert","American painter, 1933-1986",Robert Gordy,"[""Gordy, Robert (American painter, 1933-1986)""]"
Q19259705,yes,yes,,,,"Gorella, Arwed D.","German painter, born 1937",Arwed D. Gorella,"[""Gorella, Arwed D. (German painter, born 1937)""]"
Q4782029,yes,yes,,,,"Gornik, April","American painter, born 1953",April Gornik,"[""Gornik, April (American painter, born 1953)""]"
,yes,no,,,,"Gosnell, Patrick","1989-, born Atlanta, GA",Patrick Gosnell,"[""Gosnell, Patrick (1989-, born Atlanta, GA)""]"
Q365388,yes,yes,,,,"Gottlieb, Adolph","1903-1974, American painter, born New York, NY, died New York, NY",Adolph Gottlieb,"[""Gottlieb, Adolph (1903-1974, born New York, NY, died New York, NY)"",""Gottlieb, Adolph (American painter, 1903-1974)""]"
Q313787,yes,yes,,,,"Gould, John","British painter, ornithologist, 1804-1881",John Gould,"[""Gould, John (British painter, ornithologist, 1804-1881)""]"
Q18600486,yes,yes,,,,"Goupil, Jules Adolphe","French painter, 1839-1883",Jules Adolphe Goupil,"[""Goupil, Jules Adolphe (French painter, 1839-1883)""]"
Q13489389,yes,yes,,,,"Goupy, Joseph","English painter, printmaker, and collector, 1686-before 1770",Joseph Goupy,"[""Goupy, Joseph (English painter, printmaker, and collector, 1686-before 1770)""]"
Q17516050,yes,yes,,,,"Goya, Francisco de","Spanish painter, printmaker, and draftsman, 1746-1828",Francisco de Goya,"[""Goya, Francisco de (Spanish painter, printmaker, and draftsman, 1746-1828)""]"
Q32947646,yes,yes,,,,"Grant, Clement Rollins","American etcher and painter, 1849-1893",Clement Rollins Grant,"[""Grant, Clement Rollins (American etcher and painter, 1849-1893)""]"
Q21176767,yes,yes,,,,"Grant, Gordon","American illustrator, 1875-1962",Gordon Grant,"[""Grant, Gordon (American illustrator, 1875-1962)""]"
,yes,no,,,,"Granville, J. J.","French illustrator and caricaturist, 1803-1847",J. J. Granville,"[""Granville, J. J. (French illustrator and caricaturist, 1803-1847)""]"
Q15992554,yes,yes,,,,"Grassi, Vittorio","Italian artist, 1878-1958",Vittorio Grassi,"[""Grassi, Vittorio (Italian artist, 1878-1958)""]"
Q5770067,yes,yes,,,,"Green, Valentine","English engraver and draftsman, 1739-1813",Valentine Green,"[""Green, Valentine (English engraver and draftsman, 1739-1813)""]"
Q5517088,yes,yes,,,,"Gregg, Gail","1951-, born Topeka, KS",Gail Gregg,"[""Gregg, Gail (1951-, born Topeka, KS)""]"
,yes,no,,,,Gremillier,,Gremillier,"[""Gremillier""]"
Q347139,yes,yes,,,,"Greuze, Jean-Baptiste","French painter and draftsman, 1725-1805",Jean-Baptiste Greuze,"[""Greuze, Jean-Baptiste (French painter and draftsman, 1725-1805)""]"
,yes,no,,,,"Griffith, E.N.",,E.N. Griffith,"[""Griffith, E.N.""]"
Q18516464,yes,yes,,,,"Grips, Carel Jozeph",Dutch painter 1825-1920,Carel Jozeph Grips,"[""Grips, Carel Jozeph (Dutch painter 1825-1920)""]"
Q690155,yes,yes,,,,"Gromaire, Marcel","1892-1971, born Noyelles-sur-Sambre, France, died Paris, France",Marcel Gromaire,"[""Gromaire, Marcel (1892-1971, born Noyelles-sur-Sambre, France, died Paris, France)""]"
Q3422714,yes,yes,,,,"Grooms, Red","American painter and sculptor, born 1937",Red Grooms,"[""Grooms, Red (American painter and sculptor, born 1937)""]"
Q4976935,yes,yes,,,,"Gross, Chaim","American sculptor, painter, and printmaker, 1904-1991",Chaim Gross,"[""Gross, Chaim (American sculptor, painter, and printmaker, 1904-1991)""]"
,yes,yes,,,,"Gross, James","American painter, active 20th century",James Gross,"[""Gross, James (American painter, active 20th century)""]"
,yes,yes,,,,"Grosz, Georg","German draftsman, active ca. 1727",Georg Grosz,"[""Grosz, Georg (German draftsman, active ca. 1727)""]"
Q107194,yes,yes,,,,"Grosz, George","German painter and printmaker, 1893-1959",George Grosz,"[""Grosz, George (German painter and printmaker, 1893-1959)""]"
,yes,no,,,,"Grzeca, Dan","1968-, born Chicago, IL",Dan Grzeca,"[""Grzeca, Dan (1968-, born Chicago, IL)""]"
,yes,no,,,,"Gualdoni, Daniel",1943-,Daniel Gualdoni,"[""Gualdoni, Daniel (1943-)""]"
Q555200,yes,no,,,,"Guayasamín, Oswaldo","Ecuadorian painter and muralist, 1919-1999",Oswaldo Guayasamín,"[""Guayasamín, Oswaldo (Ecuadorian painter and muralist, 1919-1999)""]"
Q89506125,yes,yes,,,,"Guerra, Giovanni","Italian painter, printmaker, and architect, ca. 1540 - 1618",Giovanni Guerra,"[""Guerra, Giovanni (Italian painter, printmaker, and architect, ca. 1540 - 1618)""]"
Q358061,yes,yes,,,,"Guinovart, Josep","Spanish painter, born 1927",Josep Guinovart,"[""Guinovart, Josep (Spanish painter, born 1927)""]"
,yes,yes,,,,"Gutiérrez, Francisco","1915-1945, born Oaxaca, Mexico",Francisco Gutiérrez,"[""Gutiérrez, Francisco (1915-1945, born Oaxaca, Mexico)""]"
Q1597438,yes,yes,,,,"Guttenberg, Heinrich","German engraver, 1749-1818",Heinrich Guttenberg,"[""Guttenberg, Heinrich (German engraver, 1749-1818)""]"
,yes,yes,,,,"Gwinn, John",,John Gwinn,"[""Gwinn, John""]"
,yes,no,,,,"Gyra, Francis Joseph, Jr.",1914-2007,"Francis Joseph Gyra, Jr.","[""Gyra, Francis Joseph, Jr. (1914-2007)""]"
Q2405602,yes,yes,,,,"Haass, Terry","Czech sculptor and printmaker, born 1923",Terry Haass,"[""Haass, Terry (Czech sculptor and printmaker, born 1923)""]"
,yes,no,,,,"Haberman, Gwen",,Gwen Haberman,"[""Haberman, Gwen""]"
Q946578,yes,yes,,,,"Haden, Seymour","English surgeon, etcher, and collector, 1818-1910",Seymour Haden,"[""Haden, Seymour (English surgeon, etcher, and collector, 1818-1910)""]"
,yes,no,,,,Haendil,,Haendil,"[""Haendil""]"
Q22669889,yes,yes,,,,"Haid, Johann Lorenz","German painter, draftsman, and engraver, 1702-1750",Johann Lorenz Haid,"[""Haid, Johann Lorenz (German painter, draftsman, and engraver, 1702-1750)""]"
,yes,no,,,,"Hallmandel, C.",,C. Hallmandel,"[""Hallmandel, C.""]"
Q3090171,yes,yes,,,,"Hamada, Shoji","Japanese potter, 1894-1978",Shoji Hamada,"[""Hamada, Shoji (Japanese potter, 1894-1978)""]"
Q2086752,yes,yes,,,,"Hamerton, Philip Gilbert","English painter, etcher, and writer, 1834-1894",Philip Gilbert Hamerton,"[""Hamerton, Philip Gilbert (English painter, etcher, and writer, 1834-1894)""]"
Q60594130,yes,yes,,,,"Hamilton, Grant E.","American cartoonist, illustrator, and editor, 1862-1926",Grant E. Hamilton,"[""Hamilton, Grant E. (American cartoonist, illustrator, and editor, 1862-1926)""]"
Q3109209,yes,yes,,,,Hanabusa Itcho,1652-1724,Hanabusa Itcho,"[""Hanabusa Itcho (1652-1724)""]"
,yes,no,,,,"Handly, Avery",1913-1958,Avery Handly,"[""Handly, Avery (1913-1958)""]"
,yes,yes,,,,"Handschick, Heinz","German painter, contemporary",Heinz Handschick,"[""Handschick, Heinz (German painter, contemporary)""]"
Q22018621,yes,yes,,,,"Hankins, Cornelius",1863-1946,Cornelius Hankins,"[""Hankins, Cornelius (1863-1946)""]"
,yes,no,,,,"Hansen, Diana R.",1942-,Diana R. Hansen,"[""Hansen, Diana R. (1942-)""]"
Q706462,yes,yes,,,,"Hanson, Duane","American sculptor, 1925-1996",Duane Hanson,"[""Hanson, Duane (American sculptor, 1925-1996)""]"
Q5790356,yes,yes,,,,"Hardy, Dudley","English painter and illustrator, 1867-1922",Dudley Hardy,"[""Hardy, Dudley (English painter and illustrator, 1867-1922)""]"
Q23418770,yes,yes,,,,"Harlow, Lynne","1968-, born Massachusetts",Lynne Harlow,"[""Harlow, Lynne (1968-, born Massachusetts)""]"
,yes,yes,,,,"Harris, Lawrence",1885-1970,Lawrence Harris,"[""Harris, Lawrence  (1885-1970)""]"
Q3841000,yes,yes,,,,"Harris, Lyle Ashton","American painter, video artist, and performance artist, born 1965",Lyle Ashton Harris,"[""Harris, Lyle Ashton (American painter, video artist, and performance artist, born 1965)""]"
Q99043869,yes,yes,,,,"Harrison, Helen Mayer and Harrison, Newton",,Helen Mayer Harrison,"[""Harrison, Helen Mayer and Harrison, Newton ""]"
Q6759491,yes,yes,,,,"Harrison, Margaret","British mixed-media artist, born 1940",Margaret Harrison,"[""Harrison, Margaret (British mixed-media artist, born 1940)""]"
,yes,yes,,,,"Hart, W.C.",,W.C. Hart,"[""Hart, W.C. ""]"
Q657402,yes,yes,,,,"Hartung, Hans","French painter, printmaker, and photographer of German birth, 1904-1989, 1904-1989, born Leipzig; Sainte-Rose, died Antibes; Avignon",Hans Hartung,"[""Hartung, Hans (French painter, printmaker, and photographer of German birth, 1904-1989)"",""Hartung, Hans and Proal, Jean (1904-1989, born Leipzig; Sainte-Rose, died Antibes; Avignon)""]"
,yes,no,,,,"Hasegawa, Konobu",fl. late 19th c.,Konobu Hasegawa,"[""Hasegawa, Konobu (fl. late 19th c.)""]"
,yes,no,,,,"Hasegawa, Masanobu",,Masanobu Hasegawa,"[""Hasegawa, Masanobu""]"
,yes,no,,,,"Hashimoto, Goyo & Kaburagi, Kiyokata",,Goyo Hashimoto,"[""Hashimoto, Goyo & Kaburagi, Kiyokata""]"
Q737635,yes,yes,,,,"Hassam, Childe","American painter and printmaker, 1859-1935",Childe Hassam,"[""Hassam, Childe (American painter and printmaker, 1859-1935)""]"
Q273696,yes,yes,,,,"Hatoum, Mona","Palestinian sculptor, video artist,  and performance artist, born 1952, active in England",Mona Hatoum,"[""Hatoum, Mona (Palestinian sculptor, video artist,  and performance artist, born 1952, active in England)""]"
Q2093524,yes,yes,,,,"Haubensak, Pierre","Swiss painter, born 1935, active in the United States",Pierre Haubensak,"[""Haubensak, Pierre (Swiss painter, born 1935, active in the United States)""]"
,yes,yes,,,,"Hauser, Robert",1930,Robert Hauser,"[""Hauser, Robert (1930)""]"
,yes,no,,,,Haverford Painter,"Greek vase painter, active ca. 375-ca. 350 BCE in Apulia",Haverford Painter,"[""Haverford Painter (Greek vase painter, active ca. 375-ca. 350 BCE in Apulia)""]"
,yes,no,,,,"Hawkins, Christie",,Christie Hawkins,"[""Hawkins, Christie""]"
,yes,no,,,,"Hayashi, Genzaburo","born Kyoto, Japan",Genzaburo Hayashi,"[""Hayashi, Genzaburo (born Kyoto, Japan)""]"
Q817668,yes,yes,,,,"Haydon, Benjamin Robert","English painter, teacher, and author, 1786-1846",Benjamin Robert Haydon,"[""Haydon, Benjamin Robert (English painter, teacher, and author, 1786-1846)""]"
Q641304,yes,yes,,,,"Hayter, Stanley William",1901-1988,Stanley William Hayter,"[""Hayter, Stanley William (1901-1988) and Coffey, Brian (1905-1995)""]"
,yes,yes,,,,"Heald, Paul","American painter, born 1936",Paul Heald,"[""Heald, Paul (American painter, born 1936)""]"
Q64633,yes,yes,,,,"Healy, George Peter Alexander","American painter, 1813-1894",George Peter Alexander Healy,"[""Healy, George Peter Alexander (American painter, 1813-1894)""]"
,yes,no,,,,"Hebert, Frances Marian","American, 1899-1960",Frances Marian Hebert,"[""Hebert, Frances Marian (American, 1899-1960)""]"
Q156700,yes,yes,,,,"Heckel, Erich","German painter and printmaker, 1883-1970",Erich Heckel,"[""Heckel, Erich (German painter and printmaker, 1883-1970)""]"
,yes,yes,,,,Heidenreich,,Heidenreich,"[""Heidenreich""]"
,yes,no,,,,"Heidenreich, D.",,D. Heidenreich,"[""Heidenreich, D.""]"
Q29364862,yes,yes,,,,"Heintzelman, Arthur William",artist 1891-1965,Arthur William Heintzelman,"[""Heintzelman, Arthur William (artist 1891-1965)""]"
,yes,no,,,,"Held, Mara","1954-, born New York, NY",Mara Held,"[""Held, Mara (1954-, born New York, NY)""]"
Q728088,yes,no,,,,"Hélion, Jean","French painter, 1904-1987",Jean Hélion,"[""Hélion, Jean (French painter, 1904-1987)""]"
,yes,no,,,,"Hendee, A.",,A. Hendee,"[""Hendee, A.""]"
Q2605527,yes,yes,,,,"Henry, Edward Lamson","American painter, 1841-1919",Edward Lamson Henry,"[""Henry, Edward Lamson (American painter, 1841-1919)""]"
,yes,no,,,,"Heras, Arturo",or Heras Sanz,Arturo Heras,"[""Heras, Arturo (or Heras Sanz)  (1945-, born Valencia, Spain)""]"
,yes,no,,,,"Herlocker, Annie","1982-, born Indianapolis, IN",Annie Herlocker,"[""Herlocker, Annie  (1982-, born Indianapolis, IN)""]"
Q1455806,yes,no,,,,"Hernández Pijuan, Joan","Spanish painter and printmaker, born 1931",Joan Hernández Pijuan,"[""Hernández Pijuan, Joan (Spanish painter and printmaker, born 1931)""]"
,yes,no,,,,"Herreyns, Gilbert","1943-, born Uccle, Belgium",Gilbert Herreyns,"[""Herreyns, Gilbert (1943-, born Uccle, Belgium)""]"
Q95226775,yes,yes,,,,"Hertel, Johann Georg","German print publisher, active 1750-1760",Johann Georg Hertel,"[""Hertel, Johann Georg (German print publisher, active 1750-1760)""]"
Q556534,yes,yes,,,,"Herter, Albert","American textile designer and painter, 1871-1950",Albert Herter,"[""Herter, Albert (American textile designer and painter, 1871-1950)""]"
Q17626379,yes,yes,,,,"Heseltine, John Postle","British printmaker, art administrator, and collector, 1843-1929",John Postle Heseltine,"[""Heseltine, John Postle (British printmaker, art administrator, and collector, 1843-1929)""]"
Q19352738,yes,yes,,,,"Higgins, Eugene","American painter, 1874-1958",Eugene Higgins,"[""Higgins, Eugene (American painter, 1874-1958)""]"
Q21993978,yes,yes,,,,"Hilair, Jean-Baptiste","French painter, 1753-after 1822",Jean-Baptiste Hilair,"[""Hilair, Jean-Baptiste (French painter, 1753-after 1822)""]"
Q57615161,yes,yes,,,,"Hill, Clinton J.","American painter and printmaker, born 1922",Clinton J. Hill,"[""Hill, Clinton J. (American painter and printmaker, born 1922)""]"
,yes,yes,,,,"Hill, Daniel G.","1956-, born New York, NY",Daniel G. Hill,"[""Hill, Daniel G. (1956-, born New York, NY)""]"
Q5433958,yes,yes,,,,"Hillsmith, Fannie","American painter, 1911-2007",Fannie Hillsmith,"[""Hillsmith, Fannie (American painter, 1911-2007)""]"
Q6695060,yes,yes,,,,"Himid, Lubaina",,Lubaina Himid,"[""Himid, Lubaina""]"
Q23071693,yes,yes,,,,"Hinterreiter, Hans","Swiss painter, born 1902-1989",Hans Hinterreiter,"[""Hinterreiter, Hans (Swiss painter, born 1902-1989)""]"
Q200798,yes,yes,,,,Hiroshige,"Japanese painter, 1797-1858",Hiroshige,"[""Hiroshige (Japanese painter, 1797-1858)""]"
Q21898072,yes,yes,,,,"Hirsch, Stefan","American painter, 1899-1964",Stefan Hirsch,"[""Hirsch, Stefan (American painter, 1899-1964)""]"
Q11620184,yes,yes,,,,Hishikawa Moronobu,"Japanese printmaker, ca. 1620-1694",Hishikawa Moronobu,"[""Hishikawa Moronobu (Japanese printmaker, ca. 1620-1694)""]"
,yes,no,,,,"Hochstetler, T. Max",1964-,T. Max Hochstetler,"[""Hochstetler, T. Max (1964-)"",""Hochstetler, T. Max""]"
Q159907,yes,yes,,,,"Hockney, David","English painter, printmaker, and photographer, born 1937",David Hockney,"[""Hockney, David (English painter, printmaker, and photographer, born 1937)""]"
Q62249,yes,yes,,,,"Hofer, Karl","German painter, printmaker, and draftsman, 1878-1955",Karl Hofer,"[""Hofer, Karl (German painter, printmaker, and draftsman, 1878-1955)""]"
,yes,yes,,,,"Hoffmann, E.P.",,E.P. Hoffmann,"[""Hoffmann, E.P.""]"
Q171344,yes,yes,,,,"Hogarth, William","English painter and engraver, 1697-1764",William Hogarth,"[""Hogarth, William (English painter and engraver, 1697-1764)""]"
Q3469342,yes,yes,,,,"Hoitsu, Sakai","1761-1829, born Edo, Japan",Sakai Hoitsu,"[""Hoitsu, Sakai (1761-1829, born Edo, Japan (present day Tokyo))""]"
,yes,no,,,,"Hōko, Ichimosai",,Ichimosai Hōko,"[""Hōko, Ichimosai"",""Hoko, Ichimosai""]"
Q5586,yes,yes,,,,"Hokusai, Katsushika","Japanese printmaker and painter, 1760-1849",Katsushika Hokusai,"[""Hokusai, Katsushika (Japanese printmaker and painter, 1760-1849)""]"
Q3074677,yes,no,,,,Hokushu,"Japanese printmaker, active 1808-1832",Hokushu,"[""Hokushu (Japanese printmaker, active 1808-1832)""]"
Q76138242,yes,yes,,,,"Holland, Thomas",1936-,Thomas Holland,"[""Holland, Thomas (1936-)""]"
Q448555,yes,yes,,,,"Hollar, Wenceslaus","Bohemian draftsman, etcher, and illustrator, 1607-1677, active in Germany, Flanders, and England",Wenceslaus Hollar,"[""Hollar, Wenceslaus (Bohemian draftsman, etcher, and illustrator, 1607-1677, active in Germany, Flanders, and England)""]"
,yes,no,,,,"Hollingsworth, Bob",,Bob Hollingsworth,"[""Hollingsworth, Bob""]"
,yes,no,,,,"Holly, Gerald","1917-2004, born Lewisburg, TN",Gerald Holly,"[""Holly, Gerald (1917-2004, born Lewisburg, TN)""]"
Q344838,yes,yes,,,,"Homer, Winslow","American painter and illustrator, 1836-1910",Winslow Homer,"[""Homer, Winslow (American painter and illustrator, 1836-1910)""]"
,yes,no,,,,"Hond, Hendrik",1588-1658,Hendrik Hond,"[""Hond, Hendrik (1588-1658)""]"
Q278068,yes,yes,,,,"Hooghe, Romeyn de","Dutch etcher, draftsman, and painter, baptized 1645, died 1708",Romeyn de Hooghe,"[""Hooghe, Romeyn de (Dutch etcher, draftsman, and painter, baptized 1645, died 1708)""]"
,yes,no,,,,"Hooper, Tim","ca. 1970, born Nashville, TN",Tim Hooper,"[""Hooper, Tim (ca. 1970, born Nashville, TN)""]"
Q2641808,yes,yes,,,,"Hopkins, Budd","American painter and sculptor, 1931-2011",Budd Hopkins,"[""Hopkins, Budd (American painter and sculptor, 1931-2011)""]"
Q433895,yes,yes,,,,"Horn, Roni","American photographer, sculptor, and installation artist, born 1955",Roni Horn,"[""Horn, Roni (American photographer, sculptor, and installation artist, born 1955)""]"
,yes,no,,,,"Hoseki, Sanji",,Sanji Hoseki,"[""Hoseki, Sanji""]"
Q52157275,yes,yes,,,,"Hoshi, Joichi","Japanese printmaker, 1913-1979",Joichi Hoshi,"[""Hoshi, Joichi (Japanese printmaker, 1913-1979)""]"
,yes,no,,,,"Hotta, Renzan",,Renzan Hotta,"[""Hotta, Renzan""]"
Q1375551,yes,yes,,,,"Houbraken, Jacobus","Dutch engraver, etcher, and collector, 1698-1780",Jacobus Houbraken,"[""Houbraken, Jacobus (Dutch engraver, etcher, and collector, 1698-1780)""]"
,yes,yes,,,,"Howard, John",,John Howard,"[""Howard, John""]"
Q43264278,yes,yes,,,,"Howarth, Albany E.","British engraver, 1872-1936",Albany E. Howarth,"[""Howarth, Albany E. (British engraver, 1872-1936)""]"
Q17314304,yes,yes,,,,"Hoyland, John","English painter and printmaker, born 1934",John Hoyland,"[""Hoyland, John (English painter and printmaker, born 1934)""]"
,yes,no,,,,"Hsiao, Gilbert","1956-, born Pennsylvania",Gilbert Hsiao,"[""Hsiao, Gilbert (1956-, born Pennsylvania)""]"
,yes,yes,,,,"Hu, Jiang",,Jiang Hu,"[""Hu, Jiang""]"
,yes,no,,,,"Huggins, Victor","1936-, born Durham, NC",Victor Huggins,"[""Huggins, Victor (1936-, born Durham, NC)"",""Huggins, Victor  (1936-)"",""Huggins, Victor (1936-)""]"
,yes,yes,,,,"Hughes, Myra H.",,Myra H. Hughes,"[""Hughes, Myra H.""]"
Q18508277,yes,yes,,,,"Hulk, Hendrik","Dutch painter, 1842-1937",Hendrik Hulk,"[""Hulk, Hendrik (Dutch painter, 1842-1937)""]"
,yes,no,,,,"Hulsey, Sarah",", born Oklahoma City, OK",Sarah Hulsey,"[""Hulsey, Sarah (, born Oklahoma City, OK)""]"
Q7926791,yes,yes,,,,"Huntley, Victoria Ebbels Huston","American painter, 1900-1971",Victoria Ebbels Huston Huntley,"[""Huntley, Victoria Ebbels Huston (American painter, 1900-1971)""]"
,yes,no,,,,"Husein, Faik","1944-2004, born Nasria, Iraq, died New York, NY",Faik Husein,"[""Husein, Faik (1944-2004, born Nasria, Iraq, died New York, NY)"",""Husein, Faik""]"
Q527869,yes,yes,,,,"Huysum, Jan van","Dutch painter and draftsman, 1682-1749",Jan van Huysum,"[""Huysum, Jan van (Dutch painter and draftsman, 1682-1749)""]"
Q7660937,yes,yes,,,,"Hyman, Sylvia","1917-2012, born Buffalo, NY, died Nashville, TN",Sylvia Hyman,"[""Hyman, Sylvia (1917-2012, born Buffalo, NY, died Nashville, TN)""]"
Q8342047,yes,yes,,,,"Icart, Louis","French painter, 20th century",Louis Icart,"[""Icart, Louis (French painter, 20th century)""]"
,yes,no,,,,"Ichida, Jirobei",,Jirobei Ichida,"[""Ichida, Jirobei""]"
,yes,no,,,,"Ideal, Phillis","1942-, born Roswell, NM",Phillis Ideal,"[""Ideal, Phillis (1942-, born Roswell, NM)""]"
Q3046492,yes,yes,,,,Ikeda Eisen,"Japanese printmaker and painter, 1790-1848",Ikeda Eisen,"[""Ikeda Eisen (Japanese printmaker and painter, 1790-1848)""]"
